tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,favorite_count,retweet_count,jpg_url,img_num,first_probability,probability_conf1,for_dog_1,second_probability,probability_conf2,for_dog_2,third_probability,probability_conf3,for_dog_3,dog_stage
888554962724278272,2017-07-22 00:23:06+00:00,http://twitter.com,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,20290,3732,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,siberian husky,0.700377,True,eskimo dog,0.166511,True,malamute,0.111411,True,
888078434458587136,2017-07-20 16:49:33+00:00,http://twitter.com,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,22201,3653,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,french bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,
887705289381826560,2017-07-19 16:06:48+00:00,http://twitter.com,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,30779,5609,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True,
887517139158093824,2017-07-19 03:39:09+00:00,http://twitter.com,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,46959,12082,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False,
887473957103951883,2017-07-19 00:47:34+00:00,http://twitter.com,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,69871,18781,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,
886983233522544640,2017-07-17 16:17:36+00:00,http://twitter.com,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,35859,8084,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,
886736880519319552,2017-07-16 23:58:41+00:00,http://twitter.com,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,12306,3443,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.0863463,True,
886680336477933568,2017-07-16 20:14:00+00:00,http://twitter.com,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,22798,4610,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441726999999999,False,
886366144734445568,2017-07-15 23:25:31+00:00,http://twitter.com,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,21524,3316,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True,pupper
886258384151887873,2017-07-15 16:17:19+00:00,http://twitter.com,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,28469,6523,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower cap,0.0252856,False,siamese cat,0.00284892,False,
885984800019947520,2017-07-14 22:10:11+00:00,http://twitter.com,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,33382,7097,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese mountain dog,0.00623915,True,
885528943205470208,2017-07-13 15:58:47+00:00,http://twitter.com,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,36689,6683,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True,
884925521741709313,2017-07-12 00:01:00+00:00,http://twitter.com,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,68152,16439,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian greyhound,0.259916,True,american staffordshire terrier,0.198451,True,staffordshire bullterrier,0.127725,True,
884876753390489601,2017-07-11 20:47:12+00:00,http://twitter.com,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,28514,6096,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,norwich terrier,0.106075,True,norfolk terrier,0.0373485,True,
884562892145688576,2017-07-11 00:00:02+00:00,http://twitter.com,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,24765,5100,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True,
884162670584377345,2017-07-09 21:29:42+00:00,http://twitter.com,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,20771,3128,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german shepherd,0.707046,True,malinois,0.199396,True,norwegian elkhound,0.0491476,True,doggo
883838122936631299,2017-07-09 00:00:04+00:00,http://twitter.com,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,22349,3586,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,
883482846933004288,2017-07-08 00:28:19+00:00,http://twitter.com,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,46860,10407,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True,
883360690899218434,2017-07-07 16:22:55+00:00,http://twitter.com,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,22986,3825,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True,floofer
882992080364220416,2017-07-06 15:58:11+00:00,http://twitter.com,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,24445,4122,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False,
882762694511734784,2017-07-06 00:46:41+00:00,http://twitter.com,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,28903,5134,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.0155793999999999,True,pupper
882627270321602560,2017-07-05 15:48:34+00:00,http://twitter.com,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,28382,6342,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,
882268110199369728,2017-07-04 16:01:23+00:00,http://twitter.com,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,45880,12118,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True,
882045870035918850,2017-07-04 01:18:17+00:00,http://twitter.com,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,29900,5203,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,
881906580714921986,2017-07-03 16:04:48+00:00,http://twitter.com,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,24773,3533,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False,
881666595344535552,2017-07-03 00:11:11+00:00,http://twitter.com,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,51522,11099,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True,
881268444196462592,2017-07-01 21:49:04+00:00,http://twitter.com,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,23501,5358,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,indian elephant,0.245646,False,ibex,0.0556607,False,
880935762899988482,2017-06-30 23:47:07+00:00,http://twitter.com,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,17346,2886,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street sign,0.251801,False,umbrella,0.115123,False,traffic light,0.0695338,False,
880465832366813184,2017-06-29 16:39:47+00:00,http://twitter.com,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,29075,6546,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,
880221127280381952,2017-06-29 00:27:25+00:00,http://twitter.com,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,27640,4436,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,
879862464715927552,2017-06-28 00:42:13+00:00,http://twitter.com,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,22667,3642,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,
879492040517615616,2017-06-27 00:10:17+00:00,http://twitter.com,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,23822,3323,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,german short-haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False,
879415818425184262,2017-06-26 19:07:24+00:00,http://twitter.com,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,107956,45849,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,english springer,0.383404,True,boston bull,0.134967,True,cardigan,0.110481,True,
879376492567855104,2017-06-26 16:31:08+00:00,http://twitter.com,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,17099,3261,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,labrador retriever,0.0334961,True,pembroke,0.0188266,True,
879050749262655488,2017-06-25 18:56:45+00:00,http://twitter.com,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,23022,4941,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,0.311861,False,window screen,0.169123,False,egyptian cat,0.132932,False,
879008229531029506,2017-06-25 16:07:47+00:00,http://twitter.com,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,19317,2812,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature pinscher,0.00943065,True,american staffordshire terrier,0.0087113,True,
878776093423087618,2017-06-25 00:45:22+00:00,http://twitter.com,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,19763,4319,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,italian greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan hound,0.0397246,True,puppo
878281511006478336,2017-06-23 16:00:04+00:00,http://twitter.com,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,7913,1349,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True,
878057613040115712,2017-06-23 01:10:23+00:00,http://twitter.com,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,42876,7181,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,french bulldog,0.839097,True,boston bull,0.0787993999999999,True,toy terrier,0.0152433999999999,True,
877736472329191424,2017-06-22 03:54:17+00:00,http://twitter.com,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,71144,17300,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,chesapeake bay retriever,0.8379559999999999,True,labrador retriever,0.0620342,True,weimaraner,0.0405991,True,
877556246731214848,2017-06-21 15:58:08+00:00,http://twitter.com,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,23258,3994,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False,
877316821321428993,2017-06-21 00:06:44+00:00,http://twitter.com,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,27907,5414,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,saluki,0.5099670000000001,True,italian greyhound,0.0904973,True,golden retriever,0.0794058,True,
877201837425926144,2017-06-20 16:29:50+00:00,http://twitter.com,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,27755,5880,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,
